Ensembl_ID	Gene_ID	Gene_Type	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
ENSG00000197956.7	S100A6	protein_coding	36087.69962	50185.30559	21990.09364	0.438177936	-1.190411253	3.99E-17	3.71E-14
ENSG00000113448.14	PDE4D	protein_coding	1823.442306	1105.732058	2541.152555	2.298163047	1.200481156	9.46E-17	8.46E-14
ENSG00000107957.14	SH3PXD2A	protein_coding	1217.324322	1706.389629	728.2590141	0.426783544	-1.228423544	4.65E-16	4.00E-13
ENSG00000158292.6	GPR153	protein_coding	372.1397221	534.3620261	209.9174181	0.392837454	-1.347995607	1.51E-15	1.25E-12
ENSG00000109321.8	AREG	protein_coding	1220.351543	740.9467111	1699.756375	2.294033227	1.197886288	2.06E-15	1.59E-12
ENSG00000162105.14	SHANK2	protein_coding	109.8109063	166.3174858	53.30432678	0.32049743	-1.641615306	1.99E-15	1.59E-12
ENSG00000115806.10	GORASP2	protein_coding	633.5480042	883.0447759	384.0512326	0.434917054	-1.201187814	5.69E-15	4.26E-12
ENSG00000197467.11	COL13A1	protein_coding	1963.807123	2707.763658	1219.850587	0.45050113	-1.150397371	6.48E-15	4.71E-12
ENSG00000176438.10	SYNE3	protein_coding	788.8247941	1104.003292	473.6462959	0.429026162	-1.220862467	9.18E-15	6.47E-12
ENSG00000113356.8	POLR3G	protein_coding	299.1746975	168.8140373	429.5353578	2.544429152	1.347342021	1.14E-14	7.79E-12
ENSG00000134955.9	SLC37A2	protein_coding	1922.512494	2644.900536	1200.124452	0.453750315	-1.14002945	1.79E-14	1.19E-11
ENSG00000184922.11	FMNL1	protein_coding	759.9969326	1055.763131	464.2307338	0.439711068	-1.185372249	2.33E-14	1.50E-11
ENSG00000184634.13	MED12	protein_coding	443.0998284	621.7455639	264.454093	0.425341343	-1.233307005	3.09E-14	1.94E-11
ENSG00000114812.10	VIPR1	protein_coding	192.8071644	281.9452855	103.6690433	0.367692062	-1.443430064	4.25E-14	2.53E-11
ENSG00000157227.10	MMP14	protein_coding	4706.779554	6572.857804	2840.701305	0.432186636	-1.210273632	4.17E-14	2.53E-11
ENSG00000142156.12	COL6A1	protein_coding	1130.803861	1562.669588	698.9381333	0.44727186	-1.1607761	4.49E-14	2.61E-11
ENSG00000154803.10	FLCN	protein_coding	495.7912799	694.3645805	297.2179793	0.428043117	-1.224171968	5.41E-14	3.06E-11
ENSG00000203668.1	CHML	protein_coding	1812.63438	2672.512645	952.7561161	0.356502005	-1.488017904	7.96E-14	4.40E-11
ENSG00000141905.15	NFIC	protein_coding	141.5667652	210.0690421	73.06448823	0.347811784	-1.523621284	8.14E-14	4.40E-11
ENSG00000049239.10	H6PD	protein_coding	736.475787	1020.903586	452.0479876	0.442792046	-1.175298789	1.03E-13	5.42E-11
ENSG00000196154.9	S100A4	protein_coding	4391.137494	6259.774721	2522.500268	0.402969816	-1.311256315	1.75E-13	8.89E-11
ENSG00000132688.10	NES	protein_coding	1175.1939	1608.632501	741.7552985	0.461109233	-1.116819542	1.76E-13	8.89E-11
ENSG00000159216.16	RUNX1	protein_coding	442.3764829	613.4330854	271.3198804	0.442297435	-1.176911218	2.10E-13	1.04E-10
ENSG00000164761.6	TNFRSF11B	protein_coding	71.35224303	109.1069857	33.59750031	0.307931707	-1.699317671	3.09E-13	1.50E-10
ENSG00000115107.17	STEAP3	protein_coding	935.0654099	1276.953159	593.1776604	0.464525778	-1.106169435	3.25E-13	1.52E-10
ENSG00000050438.14	SLC4A8	protein_coding	108.9142203	163.1307626	54.69767802	0.335299591	-1.57647737	3.27E-13	1.52E-10
ENSG00000211448.9	DIO2	protein_coding	46.54034695	16.99971126	76.08098265	4.475427933	2.162025637	4.08E-13	1.86E-10
ENSG00000088387.15	DOCK9	protein_coding	2077.911762	2802.684257	1353.139268	0.48280118	-1.050498892	4.70E-13	2.10E-10
ENSG00000172795.13	DCP2	protein_coding	3082.251273	2012.908556	4151.59399	2.062485143	1.044383727	6.99E-13	3.06E-10
ENSG00000106538.7	RARRES2	protein_coding	69.53290898	109.295301	29.77051696	0.272386065	-1.876275197	9.48E-13	4.08E-10
ENSG00000047056.12	WDR37	protein_coding	439.624051	604.7754931	274.472609	0.453842148	-1.139737497	1.26E-12	5.34E-10
ENSG00000150977.10	RILPL2	protein_coding	334.1499439	466.2978994	202.0019884	0.433203728	-1.206882436	1.39E-12	5.75E-10
ENSG00000164542.10	KIAA0895	protein_coding	354.6206838	213.7275058	495.5138619	2.318437489	1.213152829	1.51E-12	6.06E-10
ENSG00000099331.11	MYO9B	protein_coding	1070.248055	1448.94412	691.5519896	0.477279959	-1.067092337	1.51E-12	6.06E-10
ENSG00000146674.12	IGFBP3	protein_coding	1270.668099	827.7674104	1713.568788	2.070109027	1.049706752	1.59E-12	6.27E-10
ENSG00000120129.5	DUSP1	protein_coding	608.9370477	299.7642527	918.1098426	3.062772944	1.614838418	1.85E-12	7.17E-10
ENSG00000113389.13	NPR3	protein_coding	195.528216	109.484936	281.5714961	2.57178299	1.362768912	1.95E-12	7.41E-10
ENSG00000255346.7	NOX5	protein_coding	85.95727761	129.8922093	42.02234594	0.323517062	-1.628086293	2.64E-12	9.72E-10
ENSG00000142634.10	EFHD2	protein_coding	998.3019497	1353.231593	643.3723065	0.475433998	-1.072683022	2.98E-12	1.08E-09
ENSG00000069812.9	HES2	protein_coding	79.98527265	121.8367894	38.13375589	0.312990486	-1.675809292	3.58E-12	1.28E-09
ENSG00000074527.9	NTN4	protein_coding	1185.794773	773.6824763	1597.90707	2.065326692	1.046370004	4.36E-12	1.53E-09
ENSG00000136802.9	LRRC8A	protein_coding	2047.895669	2739.037325	1356.754014	0.495339732	-1.013509749	4.51E-12	1.57E-09
ENSG00000186205.10	1-Mar	protein_coding	208.6289656	125.4406968	291.8172343	2.326336203	1.218059611	6.27E-12	2.14E-09
ENSG00000137497.15	NUMA1	protein_coding	4517.803619	5982.223073	3053.384165	0.510409613	-0.970272593	7.19E-12	2.42E-09
ENSG00000151651.13	ADAM8	protein_coding	808.2311581	1110.034723	506.4275929	0.456226803	-1.132176889	7.34E-12	2.44E-09
ENSG00000165424.6	ZCCHC24	protein_coding	812.3376513	1099.23251	525.4427926	0.478008781	-1.064890973	9.50E-12	3.09E-09
ENSG00000087253.9	LPCAT2	protein_coding	573.7730979	774.5344904	373.0117053	0.4815947	-1.054108581	9.58E-12	3.09E-09
ENSG00000187098.12	MITF	protein_coding	453.640901	284.0406347	623.2411672	2.194197206	1.133693196	1.09E-11	3.48E-09
ENSG00000104368.15	PLAT	protein_coding	3004.87105	4118.647973	1891.094127	0.459154106	-1.122949649	1.47E-11	4.60E-09
ENSG00000186815.10	TPCN1	protein_coding	514.7634363	699.3611201	330.1657525	0.472096236	-1.082847114	1.77E-11	5.49E-09
ENSG00000013297.8	CLDN11	protein_coding	61.92303875	26.21963231	97.6264452	3.723410155	1.896624546	1.88E-11	5.76E-09
ENSG00000179295.13	PTPN11	protein_coding	3986.476505	5258.221716	2714.731294	0.516283154	-0.953765569	2.03E-11	6.14E-09
ENSG00000173166.15	RAPH1	protein_coding	548.4441183	737.5041895	359.384047	0.487297635	-1.037124876	2.13E-11	6.34E-09
ENSG00000011105.9	TSPAN9	protein_coding	615.6258332	832.528874	398.7227925	0.478929686	-1.062114231	2.39E-11	7.03E-09
ENSG00000181634.7	TNFSF15	protein_coding	89.11508125	30.628002	147.6021605	4.819189986	2.268790677	2.72E-11	7.90E-09
ENSG00000042493.13	CAPG	protein_coding	2582.953024	3420.556973	1745.349076	0.510252889	-0.97071565	3.49E-11	1.00E-08
ENSG00000173482.14	PTPRM	protein_coding	924.4035898	1230.173764	618.6334156	0.502882953	-0.991705445	3.72E-11	1.05E-08
ENSG00000183691.4	NOG	protein_coding	287.8662656	396.0398521	179.6926791	0.45372373	-1.140113978	3.91E-11	1.09E-08
ENSG00000180801.12	ARSJ	protein_coding	2225.465054	1498.517119	2952.412988	1.970223062	0.978358976	4.81E-11	1.33E-08
ENSG00000105323.14	HNRNPUL1	protein_coding	2230.374254	2938.45846	1522.290048	0.518057365	-0.948816236	7.48E-11	2.04E-08
ENSG00000148773.10	MKI67	protein_coding	2903.833104	4114.373331	1693.292876	0.411555476	-1.28084118	8.91E-11	2.41E-08
ENSG00000077782.17	FGFR1	protein_coding	800.9793438	1071.475677	530.4830108	0.49509571	-1.014220647	1.05E-10	2.79E-08
ENSG00000138834.10	MAPK8IP3	protein_coding	203.44793	281.7582647	125.1375953	0.444131055	-1.170942643	1.10E-10	2.90E-08
ENSG00000240682.7	ISY1	protein_coding	189.9063524	262.679133	117.1335719	0.445918831	-1.16514697	1.18E-10	3.07E-08
ENSG00000112183.12	RBM24	protein_coding	779.2089964	519.1068184	1039.311174	2.002114281	1.001524326	1.20E-10	3.09E-08
ENSG00000163453.9	IGFBP7	protein_coding	4716.822675	6140.581158	3293.064192	0.536278914	-0.898944567	1.43E-10	3.61E-08
ENSG00000157168.16	NRG1	protein_coding	676.3808796	451.0774072	901.684352	1.998957025	0.999247457	1.43E-10	3.61E-08
ENSG00000088280.16	ASAP3	protein_coding	390.7566326	527.0355085	254.4777567	0.48284746	-1.050360606	1.45E-10	3.62E-08
ENSG00000108175.14	ZMIZ1	protein_coding	376.2186894	510.9257787	241.5116	0.472694098	-1.081021244	1.51E-10	3.72E-08
ENSG00000111276.8	CDKN1B	protein_coding	2228.025184	1528.137293	2927.913074	1.916001322	0.938098557	1.59E-10	3.86E-08
ENSG00000197256.8	KANK2	protein_coding	1746.526601	2299.726709	1193.326493	0.518899262	-0.94647361	1.58E-10	3.86E-08
ENSG00000175130.6	MARCKSL1	protein_coding	1727.767856	2306.989949	1148.545763	0.497854689	-1.006203378	1.74E-10	4.16E-08
ENSG00000128805.12	ARHGAP22	protein_coding	230.1604986	320.2498313	140.0711659	0.43738092	-1.193037808	1.98E-10	4.69E-08
ENSG00000157240.3	FZD1	protein_coding	739.208596	980.3283433	498.0888487	0.508083697	-0.976861923	2.05E-10	4.80E-08
ENSG00000088305.16	DNMT3B	protein_coding	125.4070843	175.9670865	74.84708205	0.425347055	-1.233287629	2.24E-10	5.20E-08
ENSG00000134324.9	LPIN1	protein_coding	1212.640407	1593.281684	831.9991293	0.522192113	-0.937347426	2.36E-10	5.43E-08
ENSG00000084444.11	KIAA1467	protein_coding	251.5423645	162.8755802	340.2091488	2.088767072	1.06265162	2.68E-10	6.09E-08
ENSG00000145014.15	TMEM44	protein_coding	121.7371395	173.7672747	69.70700442	0.401151509	-1.317780871	2.76E-10	6.23E-08
ENSG00000112414.12	GPR126	protein_coding	2238.061846	1544.219199	2931.904492	1.898632327	0.924960553	3.03E-10	6.76E-08
ENSG00000108465.12	CDK5RAP3	protein_coding	230.5116908	313.9272642	147.0961173	0.468567513	-1.093671164	3.05E-10	6.76E-08
ENSG00000096433.8	ITPR3	protein_coding	1816.741411	2392.122005	1241.360817	0.518937084	-0.946368459	3.49E-10	7.64E-08
ENSG00000269905.2	TFDP2	protein_coding	249.3051775	340.3649617	158.2453933	0.464928565	-1.104919027	4.15E-10	9.01E-08
ENSG00000111077.15	TENC1	protein_coding	586.965429	784.5152024	389.4156555	0.49637745	-1.010490519	4.71E-10	1.01E-07
ENSG00000100628.9	ASB2	protein_coding	127.0433397	211.6959591	42.3907202	0.200243407	-2.320173349	5.31E-10	1.12E-07
ENSG00000183778.15	B3GALT5	protein_coding	66.30682528	100.3661473	32.2475033	0.321298607	-1.63801337	5.23E-10	1.12E-07
ENSG00000180667.8	YOD1	protein_coding	1889.785485	899.8809468	2879.690023	3.200078892	1.678107473	5.46E-10	1.13E-07
ENSG00000172379.16	ARNT2	protein_coding	358.9146795	481.9212824	235.9080765	0.489515788	-1.030572703	5.38E-10	1.13E-07
ENSG00000135636.11	DYSF	protein_coding	258.9455549	354.6646653	163.2264444	0.460227534	-1.119580796	6.54E-10	1.33E-07
ENSG00000105855.7	ITGB8	protein_coding	173.2192984	246.6125712	99.82602556	0.404788876	-1.30475845	6.46E-10	1.33E-07
ENSG00000167680.13	SEMA6B	protein_coding	1166.278494	1547.174661	785.3823269	0.507623571	-0.978169033	7.30E-10	1.48E-07
ENSG00000213064.7	SFT2D2	protein_coding	1745.415859	2273.343652	1217.488066	0.535549504	-0.900908157	7.52E-10	1.50E-07
ENSG00000108091.10	CCDC6	protein_coding	698.0943768	916.4593304	479.7294231	0.523459588	-0.933849933	7.56E-10	1.50E-07
ENSG00000180891.10	CUEDC1	protein_coding	499.7291155	668.8920806	330.5661504	0.494199528	-1.016834463	8.06E-10	1.59E-07
ENSG00000104783.9	KCNN4	protein_coding	584.4290353	778.6320175	390.226053	0.501168773	-0.996631569	8.33E-10	1.63E-07
ENSG00000112902.9	SEMA5A	protein_coding	29.617334	47.06081289	12.17385511	0.258683486	-1.95074014	1.09E-09	2.10E-07
ENSG00000153993.11	SEMA3D	protein_coding	223.8220789	134.6316091	313.0125487	2.324955861	1.217203327	1.11E-09	2.12E-07
ENSG00000166510.11	CCDC68	protein_coding	154.6936233	93.28532793	216.1019186	2.316569212	1.211989786	1.12E-09	2.12E-07
ENSG00000114166.7	KAT2B	protein_coding	539.6454568	710.684977	368.6059366	0.518662908	-0.947130896	1.16E-09	2.19E-07
ENSG00000164916.10	FOXK1	protein_coding	1268.136116	1656.911286	879.3609463	0.530723011	-0.913968994	1.34E-09	2.51E-07
ENSG00000164284.12	GRPEL2	protein_coding	1009.584962	712.7569208	1306.413004	1.832901184	0.874129009	1.44E-09	2.68E-07
ENSG00000139044.8	B4GALNT3	protein_coding	138.8175696	195.9947178	81.64042136	0.416543988	-1.26345924	1.46E-09	2.69E-07
ENSG00000198855.4	FICD	protein_coding	228.0389536	308.6822307	147.3956765	0.477499713	-1.066428229	1.62E-09	2.96E-07
ENSG00000041982.12	TNC	protein_coding	575.9878986	764.2035141	387.7722832	0.507420178	-0.978747204	1.82E-09	3.30E-07
ENSG00000136830.9	FAM129B	protein_coding	14577.3045	18847.49198	10307.11701	0.54686942	-0.870731703	1.84E-09	3.32E-07
ENSG00000163293.9	NIPAL1	protein_coding	338.2664494	219.9653169	456.5675819	2.075634415	1.053552362	1.86E-09	3.33E-07
ENSG00000159733.11	ZFYVE28	protein_coding	372.4662535	499.4862555	245.4462516	0.491397409	-1.025037845	2.09E-09	3.70E-07
ENSG00000053747.13	LAMA3	protein_coding	684.0761152	899.1414565	469.0107739	0.521620676	-0.93892704	2.18E-09	3.80E-07
ENSG00000078269.11	SYNJ2	protein_coding	4874.692427	6261.004461	3488.380392	0.557159864	-0.843836761	2.77E-09	4.76E-07
ENSG00000214357.6	NEURL1B	protein_coding	359.2293775	476.8288669	241.6298881	0.506743414	-0.98067266	2.80E-09	4.78E-07
ENSG00000072786.10	STK10	protein_coding	1735.224409	2251.466548	1218.982269	0.541417002	-0.885187902	3.14E-09	5.25E-07
ENSG00000161791.11	FMNL3	protein_coding	636.8382417	836.9835541	436.6929293	0.521746129	-0.938580103	3.14E-09	5.25E-07
ENSG00000275023.2	MLLT6	protein_coding	639.8712507	841.1558721	438.5866292	0.52140946	-0.939511336	3.16E-09	5.25E-07
ENSG00000106089.9	STX1A	protein_coding	532.890315	704.384236	361.3963941	0.513067124	-0.962780511	3.28E-09	5.40E-07
ENSG00000170581.11	STAT2	protein_coding	915.0538594	1189.62859	640.4791292	0.538385791	-0.89328776	3.37E-09	5.52E-07
ENSG00000172037.11	LAMB2	protein_coding	1469.72062	1947.775498	991.6657423	0.509127332	-0.973901578	3.52E-09	5.72E-07
ENSG00000182253.12	SYNM	protein_coding	645.1345375	845.3480777	444.9209974	0.526316921	-0.925996317	3.91E-09	6.30E-07
ENSG00000155760.2	FZD7	protein_coding	745.054802	975.8470279	514.2625761	0.526990974	-0.924149841	4.43E-09	7.08E-07
ENSG00000173442.9	EHBP1L1	protein_coding	1428.857719	1845.801483	1011.913955	0.548224695	-0.867160778	4.45E-09	7.08E-07
ENSG00000141503.13	MINK1	protein_coding	579.1661902	757.213524	401.1188564	0.52973018	-0.91667039	4.49E-09	7.09E-07
ENSG00000160789.17	LMNA	protein_coding	12923.79359	16579.63564	9267.951536	0.558996092	-0.839089897	4.98E-09	7.66E-07
ENSG00000120885.17	CLU	protein_coding	491.4591553	642.5161811	340.4021294	0.529795419	-0.916492726	4.96E-09	7.66E-07
ENSG00000140948.9	ZCCHC14	protein_coding	228.380519	307.0181965	149.7428414	0.48773279	-1.035837129	4.90E-09	7.66E-07
ENSG00000170965.7	PLAC1	protein_coding	85.4638956	46.82776946	124.1000217	2.650137369	1.406067143	4.93E-09	7.66E-07
ENSG00000107984.7	DKK1	protein_coding	6147.23314	4430.560351	7863.90593	1.774923555	0.82775689	5.54E-09	8.46E-07
ENSG00000120833.11	SOCS2	protein_coding	786.5601028	548.6952291	1024.424977	1.867020018	0.900737396	6.13E-09	9.30E-07
ENSG00000152104.9	PTPN14	protein_coding	5289.463912	6771.649438	3807.278386	0.562237963	-0.830747226	6.65E-09	9.97E-07
ENSG00000187498.12	COL4A1	protein_coding	921.0617643	1197.208095	644.915434	0.538682821	-0.892492037	6.64E-09	9.97E-07
ENSG00000168077.11	SCARA3	protein_coding	91.13576564	130.262314	52.00921729	0.399265265	-1.324580529	6.85E-09	1.02E-06
ENSG00000145337.4	PYURF	protein_coding	1019.552289	1321.637759	717.4668205	0.542861927	-0.881342789	6.95E-09	1.03E-06
ENSG00000064666.12	CNN2	protein_coding	3041.858556	3904.041854	2179.675257	0.558312472	-0.840855311	7.65E-09	1.13E-06
ENSG00000134668.10	SPOCD1	protein_coding	42.17061496	65.35349994	18.98772999	0.290538839	-1.78319706	8.92E-09	1.30E-06
ENSG00000125844.13	RRBP1	protein_coding	4118.000195	5380.586813	2855.413576	0.530688134	-0.914063804	9.95E-09	1.44E-06
ENSG00000152661.7	GJA1	protein_coding	305.7302217	205.5647435	405.8957	1.974539472	0.981516208	1.19E-08	1.70E-06
ENSG00000183963.16	SMTN	protein_coding	710.3883685	946.6374121	474.1393249	0.500866878	-0.997500886	1.20E-08	1.70E-06
ENSG00000198756.8	COLGALT2	protein_coding	875.9136933	1253.199734	498.6276526	0.397883625	-1.32958157	1.29E-08	1.81E-06
ENSG00000170412.14	GPRC5C	protein_coding	679.7107151	950.9358373	408.4855928	0.429561677	-1.219062805	1.30E-08	1.82E-06
ENSG00000166900.12	STX3	protein_coding	649.1096925	837.4481087	460.7712763	0.550208749	-0.861949014	1.49E-08	2.07E-06
ENSG00000159314.9	ARHGAP27	protein_coding	249.8604554	339.7335707	159.9873401	0.470920021	-1.086446036	1.54E-08	2.12E-06
ENSG00000141682.11	PMAIP1	protein_coding	1491.743119	1078.440204	1905.046035	1.766482766	0.820879674	1.78E-08	2.44E-06
ENSG00000109511.8	ANXA10	protein_coding	36.43581046	14.27841211	58.59320881	4.103622194	2.036897913	1.98E-08	2.71E-06
ENSG00000178343.4	SHISA3	protein_coding	141.1038739	193.3177497	88.88999812	0.459812916	-1.120881105	2.04E-08	2.77E-06
ENSG00000075213.8	SEMA3A	protein_coding	2016.335068	1340.976166	2691.693971	2.007264588	1.005230798	2.10E-08	2.84E-06
ENSG00000163904.10	SENP2	protein_coding	511.7369561	659.8908285	363.5830838	0.550974598	-0.859942289	2.17E-08	2.91E-06
ENSG00000143878.9	RHOB	protein_coding	1056.529188	767.6799537	1345.378423	1.752525145	0.809435144	2.26E-08	3.01E-06
ENSG00000171067.8	C11orf24	protein_coding	477.2099734	617.754563	336.6653838	0.544982431	-0.875718372	2.55E-08	3.38E-06
ENSG00000178401.12	DNAJC22	protein_coding	252.1382284	331.025997	173.2504598	0.52337418	-0.934085341	2.59E-08	3.42E-06
ENSG00000118900.12	UBN1	protein_coding	1145.543185	1465.425673	825.6606965	0.563427209	-0.82769886	2.66E-08	3.47E-06
ENSG00000188039.11	NWD1	protein_coding	21.7346397	37.5453935	5.923885892	0.1577793	-2.664020156	2.66E-08	3.47E-06
ENSG00000143499.11	SMYD2	protein_coding	1032.424731	1322.990866	741.8585957	0.560743551	-0.834586972	2.68E-08	3.48E-06
ENSG00000112658.7	SRF	protein_coding	720.5349175	931.6362828	509.4335523	0.546815921	-0.870872845	2.76E-08	3.56E-06
ENSG00000092964.14	DPYSL2	protein_coding	5728.850772	7252.079595	4205.621948	0.579919441	-0.78607559	2.88E-08	3.70E-06
ENSG00000186517.11	ARHGAP30	protein_coding	51.313778	77.58733854	25.04021746	0.322735873	-1.631574147	2.98E-08	3.75E-06
ENSG00000249992.1	TMEM158	protein_coding	295.075486	420.6299843	169.5209877	0.403016889	-1.311087797	2.94E-08	3.75E-06
ENSG00000129566.10	TEP1	protein_coding	288.3986418	380.9082345	195.889049	0.514268349	-0.959406729	2.97E-08	3.75E-06
ENSG00000142197.10	DOPEY2	protein_coding	292.5001826	382.2712762	202.7290889	0.530327811	-0.915043689	2.99E-08	3.75E-06
ENSG00000177706.8	FAM20C	protein_coding	606.4509757	784.7852879	428.1166635	0.545520756	-0.874294006	3.12E-08	3.90E-06
ENSG00000126001.13	CEP250	protein_coding	1580.66497	2049.497464	1111.832475	0.542490291	-0.882330777	3.22E-08	3.97E-06
ENSG00000108578.12	BLMH	protein_coding	955.6972061	687.0325939	1224.361818	1.782101503	0.833579511	3.26E-08	4.00E-06
ENSG00000169174.10	PCSK9	protein_coding	841.8660863	1238.913311	444.8188616	0.359039537	-1.477785374	3.36E-08	4.11E-06
ENSG00000163283.6	ALPP	protein_coding	43.73322467	67.98901698	19.47743235	0.286479099	-1.803498207	3.44E-08	4.18E-06
ENSG00000130304.14	SLC27A1	protein_coding	101.1176789	145.8052245	56.43013338	0.387024084	-1.36950475	3.55E-08	4.30E-06
ENSG00000010278.9	CD9	protein_coding	3122.193738	3952.116859	2292.270616	0.580010839	-0.785848233	3.75E-08	4.51E-06
ENSG00000177225.14	PDDC1	protein_coding	405.6105936	536.1225116	275.0986756	0.513126514	-0.96261352	3.95E-08	4.73E-06
ENSG00000110315.4	RNF141	protein_coding	456.2488527	590.5816528	321.9160526	0.545083057	-0.875452018	4.22E-08	5.02E-06
ENSG00000163376.9	KBTBD8	protein_coding	20.41237855	7.409526099	33.415231	4.509766287	2.17305267	4.29E-08	5.08E-06
ENSG00000088367.18	EPB41L1	protein_coding	104.6659968	144.0958025	65.23619118	0.452727908	-1.143283852	4.37E-08	5.15E-06
ENSG00000031003.8	FAM13B	protein_coding	861.6066066	1121.759167	601.4540467	0.536170387	-0.899236554	4.47E-08	5.22E-06
ENSG00000205189.9	ZBTB10	protein_coding	1376.694761	932.4403479	1820.949175	1.952885436	0.965607317	4.47E-08	5.22E-06
ENSG00000178031.13	ADAMTSL1	protein_coding	282.261398	374.957254	189.565542	0.505565741	-0.98402939	4.60E-08	5.34E-06
ENSG00000204767.3	FAM196B	protein_coding	129.0359725	80.53710952	177.5348354	2.204385487	1.140376534	4.67E-08	5.40E-06
ENSG00000076356.6	PLXNA2	protein_coding	594.2753712	769.645903	418.9048394	0.544282556	-0.877572295	4.71E-08	5.41E-06
ENSG00000124766.5	SOX4	protein_coding	1841.89192	2646.819229	1036.96461	0.391777647	-1.351893008	5.33E-08	6.10E-06
ENSG00000177425.8	PAWR	protein_coding	5466.526366	3924.833092	7008.21964	1.785609598	0.836416687	5.53E-08	6.29E-06
ENSG00000147454.11	SLC25A37	protein_coding	1621.400487	2054.464319	1188.336655	0.578416789	-0.789818666	5.62E-08	6.37E-06
ENSG00000188015.7	S100A3	protein_coding	177.7748004	237.9457074	117.6038934	0.494246754	-1.016696605	6.35E-08	7.16E-06
ENSG00000186635.12	ARAP1	protein_coding	691.2337403	891.7256671	490.7418135	0.550328236	-0.861635743	6.52E-08	7.32E-06
ENSG00000119714.8	GPR68	protein_coding	199.4682173	270.170401	128.7660336	0.47661044	-1.069117542	6.59E-08	7.36E-06
ENSG00000156299.10	TIAM1	protein_coding	719.783474	925.3765984	514.1903496	0.555655233	-0.847738082	6.96E-08	7.73E-06
ENSG00000196420.5	S100A5	protein_coding	48.68500558	73.55879537	23.8112158	0.323703178	-1.627256567	7.12E-08	7.88E-06
ENSG00000144560.11	VGLL4	protein_coding	618.7825368	791.3049667	446.2601069	0.563954639	-0.826348969	8.35E-08	9.15E-06
ENSG00000163898.7	LIPH	protein_coding	111.4027235	71.15941424	151.6460328	2.131074777	1.091581216	8.48E-08	9.25E-06
ENSG00000134531.7	EMP1	protein_coding	5729.231199	7211.739006	4246.723392	0.588862601	-0.763997044	8.75E-08	9.50E-06
ENSG00000035664.9	DAPK2	protein_coding	20.52082819	32.60193105	8.439725328	0.258871946	-1.949689468	8.96E-08	9.68E-06
