Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2		
ENSG00000124575.6	HIST1H1D	protein_coding	-11.72445369	6.185809816	0	0	0.009464756	-1	4084	6457	5356	4	1	2	2	3	0	2	1	0		
ENSG00000184357.4	HIST1H1B	protein_coding	-10.31257543	7.22615361	0	0	0.009844458	-1	7934	13639	11578	1	7	7	11	2	3	4	9	5		
ENSG00000069122.16	GPR116	protein_coding	9.712339579	8.084447195	0	0	0.00830743	1	5	4	9	4759	7213	6496	5450	4595	4947	2838	4232	3888		
ENSG00000153292.13	GPR110	protein_coding	9.340074717	7.218785648	0	0	0.006242191	1	1	5	6	2664	3537	3825	3182	2802	2677	1548	2149	1983		
ENSG00000168143.8	FAM83B	protein_coding	-9.079554519	6.010065175	0	0	0.011354614	-1	4275	4698	4789	4	4	5	5	0	3	3	8	7		
ENSG00000135318.9	NT5E	protein_coding	5.285083416	9.733370495	0	0	0.006026801	1	485	598	602	12597	17476	18384	14962	13901	13081	12589	17766	16283		
ENSG00000272398.3	CD24	protein_coding	-8.175446655	8.257922076	0	0	0.009008342	-1	18996	24176	23204	47	100	69	72	50	59	38	70	56		
ENSG00000118523.5	CTGF	protein_coding	6.454082848	7.410097093	0	0	0.008615302	1	56	58	68	2518	3301	4159	2190	2057	2019	2994	5179	3353		
ENSG00000091831.19	ESR1	protein_coding	-10.65623757	6.999108768	0	0	0.008017591	-1	7893	10078	9890	4	4	9	2	2	4	2	6	4		
ENSG00000006468.11	ETV1	protein_coding	10.49729299	7.57752128	0	0	0.008743952	1	1	5	2	2927	4575	3879	4135	3626	3366	2273	3235	3094		
ENSG00000070882.10	OSBPL3	protein_coding	10.6283924	7.261680736	0	0	0.006936166	1	3	2	2	2468	3216	3865	2697	2290	2215	2162	3238	2947		
ENSG00000146648.13	EGFR	protein_coding	5.179709186	7.624764291	0	0	0.007077181	1	98	110	118	3927	4691	5682	3347	2970	3101	2178	3411	2860		
ENSG00000075213.8	SEMA3A	protein_coding	7.954196522	6.550339855	0	0	0.009181702	1	17	7	17	1081	1407	1621	1251	1188	1249	1853	2790	2674		
ENSG00000127920.5	GNG11	protein_coding	11.8600094	6.285028909	0	0	0.006401811	1	0	1	0	1119	1486	1570	1843	1480	1412	1050	1445	1278		
ENSG00000242265.3	PEG10	protein_coding	6.982766207	6.765568393	0	0	0.007666801	1	25	32	30	1478	1814	2301	1518	1298	1364	2016	3074	2760		
ENSG00000197343.8	ZNF655	protein_coding	10.61643047	6.218081263	0	0	0.007201406	1	1	1	1	1219	1636	1839	1353	1165	1154	978	1483	1365		
ENSG00000106366.8	SERPINE1	protein_coding	7.359964522	7.920973884	0	0	0.009828375	1	38	66	43	3152	4830	4612	3422	3291	2829	4897	7771	4602		
ENSG00000135272.7	MDFIC	protein_coding	8.722329393	6.442221211	0	0	0.008608296	1	3	3	9	1354	1690	1938	1714	1450	1402	1201	1660	1730		
ENSG00000105974.9	CAV1	protein_coding	5.949960401	10.35800456	0	0	0.006026816	1	428	539	620	19842	24538	29704	25270	22418	20836	19163	27278	23039		
ENSG00000085662.11	AKR1B1	protein_coding	10.54341503	6.649477254	0	0	0.009618767	1	0	2	2	1509	2123	1975	2383	1953	1725	1349	2109	1264		
ENSG00000104413.13	ESRP1	protein_coding	-9.51208319	5.873054391	0	0	0.009757881	-1	3703	4468	4387	2	5	8	2	4	2	4	7	1		
ENSG00000083307.8	GRHL2	protein_coding	-9.664492364	5.46840545	0	0	0.009073885	-1	2619	3509	3360	4	2	2	3	1	2	2	4	2		
ENSG00000147676.11	MAL2	protein_coding	-8.33756128	7.325472034	0	0	0.008280367	-1	9955	12158	12531	37	42	48	17	31	20	22	29	25		
ENSG00000159921.12	GNE	protein_coding	5.928218019	6.764290341	0	0	0.006575307	1	34	42	48	1604	2545	2580	2078	1762	1781	1492	2129	1743		
ENSG00000135046.11	ANXA1	protein_coding	8.214501179	9.509654512	0	0	0.006138518	1	52	81	67	9668	14154	15146	13679	12222	11346	11205	16335	14538		
ENSG00000165029.13	ABCA1	protein_coding	6.296825573	6.972353107	0	0	0.008026603	1	32	37	22	1882	2776	2677	2726	2605	2597	1296	2253	1620		
ENSG00000198121.11	LPAR1	protein_coding	9.21040791	7.739221575	0	0	0.006129954	1	5	12	15	2810	3672	4368	3818	3273	3136	3843	5235	4449		
ENSG00000136869.13	TLR4	protein_coding	10.76957872	6.165209128	0	0	0.008589049	1	0	3	0	927	1522	1430	1444	1081	1073	1128	1653	1464		
ENSG00000026025.11	VIM	protein_coding	9.899758859	11.43169462	0	0	0.00857158	1	36	84	112	43142	55722	61477	46944	44385	41751	42976	66525	46620		
ENSG00000148516.19	ZEB1	protein_coding	7.757593146	6.512992517	0	0	0.008898718	1	8	10	12	1381	1952	2062	1778	1558	1498	1202	1662	1775		
ENSG00000122870.9	BICC1	protein_coding	10.37974413	5.868058943	0	0	0.007025376	1	0	1	2	839	1132	1225	1168	958	959	883	1213	1133		
ENSG00000122862.4	SRGN	protein_coding	11.48887998	6.644874913	0	0	0.006321307	1	0	1	1	1397	1714	1801	2327	2074	1922	1353	1920	1679		
ENSG00000122861.13	PLAU	protein_coding	7.813635277	8.510600567	0	0	0.011896018	1	26	45	33	5416	7958	8695	7275	7442	6092	4655	7933	4256		
ENSG00000138134.9	STAMBPL1	protein_coding	7.738083557	6.076261608	0	0	0.006752141	1	9	8	9	1040	1312	1520	1147	1055	916	1148	1511	1320		
ENSG00000148677.6	ANKRD1	protein_coding	9.050686258	9.132107555	0	0	0.007437327	1	20	32	41	7945	11010	13540	9021	7677	7329	9569	13038	12214		
ENSG00000197142.8	ACSL5	protein_coding	9.965198856	7.324865377	0	0	0.006397331	1	1	3	6	2524	3078	3675	3441	3173	2822	1949	2949	2497		
ENSG00000151892.12	GFRA1	protein_coding	-9.82470102	8.521168472	0	0	0.007337607	-1	22171	29493	28949	20	28	34	27	23	18	18	31	14		
ENSG00000175356.10	SCUBE2	protein_coding	-9.266845238	5.523043936	0	0	0.009540489	-1	2655	3517	3689	2	4	7	5	4	2	6	1	4		
ENSG00000176697.16	BDNF	protein_coding	8.890403927	5.920045646	0	0	0.006686183	1	2	8	2	702	940	1084	1121	905	893	1182	1597	1378		
ENSG00000135373.10	EHF	protein_coding	8.337175597	6.361037879	0	0	0.007215891	1	3	9	7	976	1212	1284	1929	1718	1682	1154	1706	1582		
ENSG00000076706.12	MCAM	protein_coding	8.254342137	5.774624848	0	0	0.00715235	1	3	7	6	725	929	1114	950	824	806	1033	1458	1059		
ENSG00000154127.7	UBASH3B	protein_coding	7.304598517	7.857953145	0	0	0.006146883	1	24	29	43	3549	4427	5376	5043	4341	4181	2912	4354	3544		
ENSG00000134954.12	ETS1	protein_coding	12.52918382	7.256243449	0	0	0.006152706	1	0	2	0	2110	2532	2997	2595	2190	2145	2723	4152	3357		
ENSG00000134531.7	EMP1	protein_coding	8.849186328	8.37230989	0	0	0.005883717	1	8	14	13	5710	8067	8328	7384	6782	6366	3031	4836	3763		
ENSG00000111348.6	ARHGDIB	protein_coding	7.794972601	7.164034615	0	0	0.005788187	1	12	17	19	2244	3096	3462	2616	2272	2113	2148	3108	2363		
ENSG00000111716.10	LDHB	protein_coding	10.6104082	9.8364936	0	0	0.006125317	1	8	14	26	12731	16198	18326	16821	15482	14915	14468	20958	18040		
ENSG00000060982.12	BCAT1	protein_coding	8.022523758	9.112786106	0	0	0.006886789	1	52	64	65	6477	8941	10029	10795	10163	9444	8381	13360	11863		
ENSG00000135480.12	KRT7	protein_coding	5.523335414	8.695726643	0	0	0.008878513	1	165	270	276	5593	7904	8437	8124	7236	6559	6768	10254	6115		
ENSG00000065361.12	ERBB3	protein_coding	-5.904559645	6.233169548	0	0	0.008537751	-1	3994	5815	5676	73	77	107	88	77	101	52	71	59		
ENSG00000139289.11	PHLDA1	protein_coding	5.168098339	8.81229579	0	0	0.006613483	1	266	315	313	5872	8558	7908	9836	8541	8457	5952	9759	7384		
ENSG00000139318.7	DUSP6	protein_coding	7.081117916	8.95946959	0	0	0.008962395	1	68	93	93	6704	10905	8489	11129	10090	8832	6930	10023	7463		
ENSG00000150893.10	FREM2	protein_coding	-7.929672038	6.001718028	0	0	0.011266062	-1	3638	4638	5511	5	13	18	11	5	7	5	20	15		
ENSG00000157227.10	MMP14	protein_coding	8.639040375	7.999639034	0	0	0.012024043	1	8	9	10	5120	8059	6950	4899	4748	4599	2362	3425	1993		
ENSG00000129514.5	FOXA1	protein_coding	-9.723325682	6.082703083	0	0	0.008180803	-1	3954	5474	5237	4	4	7	8	7	6	1	5	6		
ENSG00000140937.11	CDH11	protein_coding	8.647753239	6.847496107	0	0	0.010755039	1	3	5	10	1753	2699	2102	2511	2113	2294	1449	1915	1830		
ENSG00000039068.16	CDH1	protein_coding	-8.616138508	7.792958304	0	0	0.008234983	-1	13625	17681	16959	14	33	27	32	24	39	28	32	27		
ENSG00000109113.15	RAB34	protein_coding	8.799220895	7.066042321	0	0	0.009380256	1	3	14	4	1882	2606	2631	3008	2675	2230	1999	2969	1805		
ENSG00000177469.12	PTRF	protein_coding	6.692323636	9.241321284	0	0	0.009295758	1	88	175	173	10043	12023	13707	11430	9763	9541	9312	13794	8609		
ENSG00000141424.10	SLC39A6	protein_coding	-5.246124988	10.33565642	0	0	0.006371984	-1	76786	92168	96318	1131	1644	1653	1545	1364	1361	1349	1903	1722		
ENSG00000214189.6	ZNF788	protein_coding	10.23102046	5.750585146	0	0	0.007148379	1	1	0	2	733	942	1083	1136	1004	935	802	1088	1023		
ENSG00000167601.9	AXL	protein_coding	10.78403072	9.891912338	0	0	0.009970002	1	6	20	20	13674	15184	19738	17491	15786	14202	16434	26053	15693		
ENSG00000182013.15	PNMAL1	protein_coding	9.570596205	5.237484114	0	0	0.006677636	1	0	0	4	514	706	739	681	590	535	681	957	748		
ENSG00000196562.12	SULF2	protein_coding	-10.15999912	7.289973656	0	0	0.007771882	-1	9432	12803	12000	5	8	4	4	2	6	2	11	8		
ENSG00000124126.11	PREX1	protein_coding	-9.462788688	7.443904635	0	0	0.009593602	-1	9010	15434	14073	12	19	20	23	21	18	13	20	5		
ENSG00000160182.2	TFF1	protein_coding	-9.981751525	8.064450961	0	0	0.013316375	-1	13274	26167	20370	12	25	18	17	17	15	14	21	6		
ENSG00000221963.5	APOL6	protein_coding	7.549785814	6.561358102	0	0	0.008172996	1	8	8	14	1355	1797	1904	2043	2023	2125	1037	1746	1293		
ENSG00000147065.14	MSN	protein_coding	10.19619125	9.236043317	0	0	0.006162545	1	5	12	19	9547	13304	14154	11502	10072	9592	8643	12645	8973		
ENSG00000102271.11	KLHL4	protein_coding	7.053057944	6.598932239	0	0	0.007302619	1	16	9	22	1435	1978	2170	2195	1817	1723	1216	1633	1598		
ENSG00000068366.17	ACSL4	protein_coding	5.791141349	8.669225173	0	0	0.007793386	1	153	181	218	5907	8575	9282	7511	6643	6350	5580	8110	7983		
ENSG00000102024.15	PLS3	protein_coding	5.002771976	8.703772973	0	0	0.006625482	1	289	349	352	6113	8505	9220	7604	6595	6520	5923	8541	8096		
ENSG00000102038.13	SMARCA1	protein_coding	9.250437839	7.280946513	0	0	0.010006921	1	1	7	9	2490	3400	3795	2998	2496	2723	1886	2695	2886		
ENSG00000227234.1	SPANXB2	protein_coding	10.20171036	7.954436539	0	0	0.006573429	1	4	2	11	3395	5087	5058	4541	4067	3655	3979	5533	4981		
ENSG00000128591.13	FLNC	protein_coding	10.01793623	7.483867926	0.00E+00	3.11E-307	0.015588595	1	4	5	5	3334	3258	4613	2619	2180	2514	3209	4770	2683		
ENSG00000169715.12	MT1E	protein_coding	11.0000055	6.095455402	0.00E+00	8.78E-307	0.009797942	1	1	1	0	1171	1411	1588	1309	1232	924	1056	1491	993		
ENSG00000104368.15	PLAT	protein_coding	8.40600261	7.403250622	4.95E-307	6.15E-305	0.011330864	1	8	8	5	2981	5211	4509	3740	3359	2975	1491	2329	1381		
ENSG00000139117.11	CPNE8	protein_coding	10.57480866	5.557979814	3.11E-306	3.84E-304	0.008011936	1	0	0	2	666	931	1002	925	765	772	677	1002	952		
ENSG00000116729.11	WLS	protein_coding	6.511820774	6.160098957	4.09E-305	5.00E-303	0.007536936	1	24	13	13	1124	1775	1651	1413	1256	1184	918	1344	1024		
ENSG00000178163.5	ZNF518B	protein_coding	10.31501282	5.74005123	7.39E-305	8.98E-303	0.009160812	1	0	0	3	779	971	1164	1000	815	882	792	1166	1138		
ENSG00000136158.8	SPRY2	protein_coding	5.840204589	6.050524354	2.23E-304	2.68E-302	0.007386133	1	29	31	36	885	1315	1217	1265	1080	1030	1154	1601	1161		
ENSG00000064042.15	LIMCH1	protein_coding	5.213922268	7.269490943	1.14E-303	1.36E-301	0.008277232	1	123	130	124	2149	2839	3348	2331	1952	2182	2707	3725	3533		
ENSG00000136231.11	IGF2BP3	protein_coding	9.968556731	6.062410888	1.65E-303	1.96E-301	0.007627299	1	1	1	1	1184	1487	1584	1533	1398	1294	609	959	878		
ENSG00000170955.9	PRKCDBP	protein_coding	9.920586456	6.761045256	1.79E-303	2.11E-301	0.012366962	1	1	3	3	2003	2483	2469	2085	2001	1557	1551	2285	1288		
ENSG00000145808.6	ADAMTS19	protein_coding	-9.854787759	5.264306269	2.69E-303	3.14E-301	0.011596152	-1	2470	2905	2765	4	3	2	1	2	2	1	4	1		
ENSG00000101144.10	BMP7	protein_coding	-10.7546399	6.150998159	1.65E-302	1.92E-300	0.015213997	-1	3259	6306	6155	5	1	4	3	3	4	3	2	1		
ENSG00000271601.3	LIX1L	protein_coding	6.47628484	5.695986555	4.16E-301	4.80E-299	0.006589104	1	12	14	13	837	1125	1184	1045	920	853	676	950	856		
ENSG00000183044.9	ABAT	protein_coding	-8.403565375	5.0147934	7.62E-301	8.72E-299	0.010057877	-1	1813	2682	2372	5	4	5	5	3	1	6	4	4		
ENSG00000198189.8	HSD17B11	protein_coding	4.971247291	7.42139724	1.48E-297	1.67E-295	0.007781504	1	123	157	120	2297	3376	3390	3541	3049	2974	2351	3312	3246		
ENSG00000188641.10	DPYD	protein_coding	4.441309057	7.38681683	9.99E-296	1.12E-293	0.006643501	1	178	216	191	2348	3103	3446	3212	2870	2719	2413	3406	3213		
ENSG00000197467.11	COL13A1	protein_coding	9.753724926	6.608052423	2.19E-294	2.43E-292	0.010197026	1	2	0	3	1970	3074	3329	1497	1437	1573	868	1511	990		
ENSG00000003989.14	SLC7A2	protein_coding	-4.451721469	8.024283257	5.33E-292	5.89E-290	0.007864167	-1	14713	18022	18658	384	436	591	426	325	338	437	646	590		
ENSG00000204381.9	LAYN	protein_coding	9.688190245	5.337812656	1.76E-291	1.93E-289	0.008653347	1	0	1	3	562	627	802	784	630	586	736	977	864		
ENSG00000120337.8	TNFSF18	protein_coding	13.46054754	5.647704617	4.28E-290	4.67E-288	0.010785642	1	0	0	0	589	990	1030	724	750	604	933	1572	1036		
ENSG00000134871.15	COL4A2	protein_coding	10.88425705	6.906988171	2.46E-288	2.67E-286	0.014295077	1	0	2	2	2390	3277	3321	1414	1620	1734	1712	2696	1575		
ENSG00000214944.7	ARHGEF28	protein_coding	4.266234102	7.167225953	1.31E-286	1.41E-284	0.006461041	1	193	251	208	2119	3014	3451	2068	1761	1691	2496	3390	3003		
ENSG00000104447.9	TRPS1	protein_coding	-4.705049315	7.455348122	2.86E-285	3.05E-283	0.008694137	-1	9938	10936	12568	335	475	406	525	443	435	243	356	318		
ENSG00000275713.1	HIST1H2BH	protein_coding	-10.72940566	5.580592133	1.47E-284	1.56E-282	0.014357941	-1	2348	4525	3596	0	1	3	1	0	2	0	3	1		
ENSG00000075461.5	CACNG4	protein_coding	-7.460183322	5.382135079	5.20E-283	5.48E-281	0.011375921	-1	2060	3362	3453	17	18	15	21	15	20	10	14	11		
ENSG00000067798.11	NAV3	protein_coding	7.147511136	5.413712962	1.12E-282	1.17E-280	0.007964601	1	6	6	12	691	914	1036	668	659	550	663	923	859		
ENSG00000166147.11	FBN1	protein_coding	5.13151074	6.152507097	8.72E-280	9.06E-278	0.007247278	1	40	62	66	1211	1583	1562	1052	919	985	1090	1690	1404		
ENSG00000185222.7	WBP5	protein_coding	11.35998374	6.372243551	2.82E-279	2.91E-277	0.013212341	1	0	1	1	1103	1848	1766	1619	1324	1348	1067	1648	1818		
ENSG00000134802.15	SLC43A3	protein_coding	9.474592108	5.739519607	4.14E-278	4.25E-276	0.008324153	1	0	3	1	909	1228	1411	1038	1031	919	627	982	639		
ENSG00000105971.12	CAV2	protein_coding	4.244618597	8.378995761	8.25E-278	8.41E-276	0.007649251	1	486	556	526	4136	5194	6245	5946	5101	4817	5776	7779	7594		
ENSG00000164294.11	GPX8	protein_coding	5.087324152	6.648516245	7.27E-277	7.37E-275	0.007673717	1	79	69	62	1363	1876	1924	2111	2046	1692	1376	1994	1749		
ENSG00000277157.1	HIST1H4D	protein_coding	-10.19634174	5.597549964	2.41E-276	2.42E-274	0.014835662	-1	2316	4559	3728	2	2	3	1	1	3	0	4	2		
ENSG00000177707.8	PVRL3	protein_coding	4.818558821	7.066529944	3.24E-276	3.24E-274	0.008004955	1	113	125	168	1745	2260	2380	2569	2186	2115	2077	3079	2982		
ENSG00000105357.13	MYH14	protein_coding	-10.11388557	5.725073912	3.12E-275	3.11E-273	0.015382521	-1	2434	4640	4556	3	1	3	0	0	1	1	4	2		
ENSG00000180964.14	TCEAL8	protein_coding	9.156255812	5.509586245	4.90E-275	4.85E-273	0.009620564	1	0	4	2	599	899	908	889	801	738	707	906	961		
ENSG00000157168.16	NRG1	protein_coding	11.23344779	5.048328216	3.76E-274	3.69E-272	0.009244907	1	0	1	0	399	429	542	571	503	467	646	944	860		
ENSG00000164056.8	SPRY1	protein_coding	5.627832191	6.204346012	5.35E-274	5.22E-272	0.007481248	1	25	35	30	1433	1825	1715	1464	1162	1228	868	1254	1044		
ENSG00000188042.6	ARL4C	protein_coding	4.230647882	6.88458071	1.44E-273	1.40E-271	0.005865637	1	90	132	141	2059	2689	2899	2365	2099	2120	1277	2001	1564		
ENSG00000000971.13	CFH	protein_coding	9.889608172	5.248285343	5.70E-273	5.50E-271	0.00887537	1	1	1	1	550	771	839	655	539	556	630	829	835		
ENSG00000124151.16	NCOA3	protein_coding	-4.176608253	8.983897423	5.98E-273	5.73E-271	0.007683009	-1	27471	31939	34901	1222	1632	1667	1502	1294	1295	986	1357	1363		
ENSG00000122786.17	CALD1	protein_coding	7.422296282	6.662527168	1.29E-271	1.23E-269	0.011239456	1	10	11	12	1927	2818	2762	1738	1558	1763	966	1545	1564		
ENSG00000127990.13	SGCE	protein_coding	10.67671288	5.869153571	8.27E-269	7.79E-267	0.010634197	1	0	0	2	759	1355	1232	1269	1101	1031	830	991	971		
ENSG00000133816.11	MICAL2	protein_coding	3.96441872	8.037388269	1.36E-267	1.27E-265	0.0064849	1	290	388	399	4190	4869	5704	5672	4823	4710	3201	5209	3607		
ENSG00000139278.7	GLIPR1	protein_coding	7.123561113	6.207321694	8.77E-267	8.16E-265	0.010869359	1	8	9	21	1150	1209	1723	1546	1333	1253	972	1430	1384		
ENSG00000233276.3	GPX1	protein_coding	9.508426152	7.548336756	2.15E-266	1.99E-264	0.016707513	1	2	5	7	2803	3880	3672	5013	4250	3414	2307	3488	1693		
ENSG00000170542.5	SERPINB9	protein_coding	5.029243099	5.875789592	1.59E-265	1.46E-263	0.006877825	1	36	50	56	828	1027	1006	1204	1047	1009	909	1290	1087		
ENSG00000146674.12	IGFBP3	protein_coding	4.427851397	5.951208407	3.92E-265	3.59E-263	0.006482963	1	88	113	104	705	827	991	999	825	768	1259	1903	1515		
ENSG00000278588.1	HIST1H2BI	protein_coding	-10.06849866	5.684612221	3.91E-264	3.55E-262	0.01605123	-1	2398	4926	3980	0	1	2	2	2	3	1	2	4		
ENSG00000134759.11	ELP2	protein_coding	-3.614752449	7.870812202	3.37E-263	3.05E-261	0.006170507	-1	11923	14733	14539	648	904	1004	934	765	792	644	933	819		
ENSG00000179456.10	ZBTB18	protein_coding	5.984828089	5.803270598	1.43E-259	1.28E-257	0.008477141	1	20	21	25	970	1112	1403	976	839	804	808	1095	1066		
ENSG00000173482.14	PTPRM	protein_coding	8.317870337	5.598631437	1.69E-259	1.51E-257	0.007176418	1	3	1	3	937	1389	1460	912	818	816	467	644	566		
ENSG00000101160.11	CTSZ	protein_coding	5.117686475	6.876314161	8.31E-259	7.39E-257	0.008585684	1	51	80	81	1916	2788	2760	2308	2011	2069	1604	2179	1416		
ENSG00000137501.14	SYTL2	protein_coding	-4.580920043	7.91309651	2.07E-258	1.83E-256	0.009314579	-1	14733	16662	15848	345	481	554	378	312	354	371	524	518		
ENSG00000154822.13	PLCL2	protein_coding	7.197396859	4.927242941	2.32E-258	2.04E-256	0.008043564	1	2	6	10	411	601	642	520	470	414	516	724	667		
ENSG00000185483.9	ROR1	protein_coding	7.772389869	5.574659545	4.21E-258	3.68E-256	0.00902083	1	3	5	5	882	1006	1185	975	812	849	549	770	753		
