Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2		
ENSG00000280002.1	RP11-76C10.6	TEC	7.045132352	3.307492376	2.07E-117	4.44E-116	0.00820666	1	2	1	2	181	222	257	196	175	138	125	192	150		
ENSG00000262160.1	RP11-96D1.11	antisense	-6.950817188	2.914654778	2.55E-114	5.27E-113	0.016706538	-1	453	498	483	4	10	8	3	2	3	0	7	3		
ENSG00000227036.4	LINC00511	lincRNA	4.135831169	4.468707712	8.42E-111	1.68E-109	0.012071597	1	30	48	28	328	390	459	499	471	356	330	405	299		
ENSG00000232803.1	SLCO4A1-AS1	antisense	8.420548209	3.12539115	8.86E-110	1.75E-108	0.013352441	1	0	2	0	114	210	176	240	195	158	104	140	105		
ENSG00000248663.4	LINC00992	lincRNA	-10.9887084	2.226440511	8.16E-108	1.58E-106	0.012769215	-1	244	356	292	0	0	0	0	0	0	0	1	0		
ENSG00000224738.1	AC099850.1	antisense	-5.104382422	3.229479294	9.92E-108	1.91E-106	0.015142721	-1	413	733	638	9	13	12	17	6	13	5	12	10		
ENSG00000278730.1	LINC00674	lincRNA	-2.143885346	6.46597985	1.00E-107	1.93E-106	0.005697802	-1	3259	4111	4284	570	705	795	689	608	574	485	688	558		
ENSG00000223573.4	TINCR	lincRNA	-9.745585322	3.016625258	3.25E-104	5.97E-103	0.024683596	-1	345	736	542	0	0	2	0	0	1	1	4	0		
ENSG00000270069.1	MIR222HG	lincRNA	6.067399678	3.433310858	5.20E-100	9.02E-99	0.013524472	1	8	2	2	185	260	280	207	187	197	123	153	181		
ENSG00000254251.1	RP11-662G23.1	antisense	-10.58200762	1.853123329	5.43E-98	9.22E-97	0.010404951	-1	182	260	231	0	0	0	0	0	0	0	1	0		
ENSG00000225383.4	SFTA1P	lincRNA	8.788762919	4.375887243	1.38E-97	2.32E-96	0.011268069	1	0	0	1	160	239	299	188	143	121	612	852	761		
ENSG00000223808.1	RP11-428L9.2	lincRNA	-10.54005837	1.812065366	2.80E-96	4.65E-95	0.009913438	-1	179	245	229	0	0	0	0	0	0	0	0	0		
ENSG00000272016.1	RP11-215G15.5	lincRNA	5.280671572	3.566399426	3.96E-96	6.57E-95	0.010985883	1	6	6	7	176	174	220	200	157	177	219	334	269		
ENSG00000237523.1	LINC00857	lincRNA	8.018724729	3.021239973	9.39E-96	1.54E-94	0.011843808	1	0	1	1	148	146	201	165	130	151	107	163	127		
ENSG00000267280.3	TBX2-AS1	antisense	-8.397437473	2.519717196	7.88E-95	1.29E-93	0.021014263	-1	237	466	417	0	0	1	1	1	0	0	1	0		
ENSG00000269821.1	KCNQ1OT1	antisense	-3.314223913	5.137916015	6.29E-94	1.01E-92	0.013350222	-1	1791	1762	1965	138	219	248	146	128	125	139	166	171		
ENSG00000205181.5	LINC00654	lincRNA	8.717325597	2.745106843	1.91E-93	3.06E-92	0.0116608	1	0	0	1	92	149	137	137	157	132	84	131	87		
ENSG00000240476.1	LINC00973	lincRNA	8.835807574	2.919817889	3.69E-92	5.79E-91	0.014322011	1	0	0	1	130	123	143	193	147	127	116	138	124		
ENSG00000251003.5	ZFPM2-AS1	processed_transcript	5.493098222	3.000260102	1.50E-90	2.30E-89	0.011446562	1	2	7	5	109	175	150	150	146	160	122	162	131		
ENSG00000203706.6	SERTAD4-AS1	antisense	4.639361013	3.143531853	1.15E-89	1.74E-88	0.008511247	1	5	7	14	159	253	257	183	147	136	88	131	98		
ENSG00000260822.1	GS1-358P8.4	sense_overlapping	-2.966720125	4.332187338	2.60E-89	3.90E-88	0.010065363	-1	901	1037	1137	100	138	130	106	80	94	65	89	83		
ENSG00000172965.12	MIR4435-1HG	lincRNA	2.248160368	6.159882642	4.94E-89	7.36E-88	0.007343329	1	263	482	425	944	1389	1456	1429	1302	1157	870	1325	956		
ENSG00000261716.1	RP11-196G18.22	sense_overlapping	-3.736166559	3.461870161	1.19E-86	1.70E-85	0.0133083	-1	559	618	674	29	39	51	38	30	31	16	37	34		
ENSG00000276483.1	CTC-543D15.7	lincRNA	7.74123355	3.087123481	2.04E-81	2.70E-80	0.01313105	1	0	2	0	154	180	204	121	105	140	143	185	166		
ENSG00000226167.1	AP4B1-AS1	antisense	-8.237459607	1.610619895	2.10E-81	2.78E-80	0.011494605	-1	142	225	194	0	0	0	1	0	0	0	0	0		
ENSG00000274173.1	RP4-568C11.4	lincRNA	-6.542932966	2.787772684	2.87E-80	3.76E-79	0.027922955	-1	455	488	382	0	1	1	6	4	0	0	0	2		
ENSG00000248890.1	HHIP-AS1	antisense	6.991079297	2.536469392	3.99E-79	5.15E-78	0.008923349	1	0	1	2	74	119	107	115	106	88	105	131	108		
ENSG00000247271.4	ZBED5-AS1	antisense	3.166164329	3.973145917	6.96E-79	8.95E-78	0.009462985	1	28	57	47	249	339	337	289	300	245	213	295	213		
ENSG00000126005.13	MMP24-AS1	antisense	3.379056761	5.163121078	7.62E-77	9.53E-76	0.016278667	1	57	103	122	577	737	759	765	689	601	459	718	360		
ENSG00000276170.2	AC124789.1	processed_transcript	8.619217059	2.789924062	1.52E-76	1.88E-75	0.018337273	1	0	0	1	132	142	183	150	132	118	88	137	63		
ENSG00000247134.4	RP11-11N9.4	lincRNA	10.06929338	2.456016866	8.14E-76	1.00E-74	0.013092074	1	0	0	0	65	100	115	126	118	90	66	138	91		
ENSG00000279207.1	RP11-159D12.8	TEC	-3.621622462	3.535717888	5.52E-74	6.62E-73	0.015757779	-1	584	634	566	56	60	78	41	29	34	34	64	57		
ENSG00000272327.1	RP11-1002K11.1	lincRNA	8.462829295	2.934950062	1.06E-73	1.26E-72	0.016853703	1	0	1	0	100	140	145	148	107	105	117	186	212		
ENSG00000197308.6	GATA3-AS1	lincRNA	-10.89713571	2.158656882	2.27E-73	2.70E-72	0.028087712	-1	174	388	293	0	1	0	0	0	0	0	1	1		
ENSG00000218416.4	PP14571	processed_transcript	-7.918274589	1.321537725	2.80E-73	3.32E-72	0.009301542	-1	126	166	155	0	1	0	0	1	0	0	0	0		
ENSG00000260896.3	RP11-314O13.1	lincRNA	3.927361003	2.757077003	2.15E-72	2.51E-71	0.009468154	1	11	12	18	63	73	98	147	157	140	114	151	128		
ENSG00000255090.3	RP11-820L6.1	lincRNA	9.821358824	2.118846936	1.51E-69	1.68E-68	0.011196463	1	0	0	0	73	88	78	99	84	97	50	75	69		
ENSG00000233117.2	LINC00702	lincRNA	9.776873959	2.393081602	1.91E-68	2.09E-67	0.010937518	1	0	0	0	92	159	151	88	90	93	54	83	63		
ENSG00000278291.1	RP11-172H24.4	antisense	-4.366255032	1.918488533	2.77E-68	3.01E-67	0.01063232	-1	162	243	216	7	10	10	12	5	4	8	16	6		
ENSG00000215256.3	DHRS4-AS1	antisense	-2.819413061	3.259714905	2.42E-67	2.59E-66	0.009592038	-1	405	494	498	41	49	58	61	44	36	36	57	49		
ENSG00000253161.3	RP11-150O12.1	lincRNA	8.249305867	2.234012256	9.00E-67	9.57E-66	0.016820854	1	0	1	0	90	111	150	133	92	86	38	55	26		
ENSG00000226380.5	MIR29B1	lincRNA	3.054918089	3.698397699	8.60E-63	8.56E-62	0.01028217	1	34	36	37	240	275	359	228	190	214	140	234	183		
ENSG00000222041.8	LINC00152	lincRNA	2.489211385	5.804305665	3.23E-62	3.19E-61	0.012657376	1	180	313	297	823	1095	1142	1161	1079	871	740	1054	584		
ENSG00000204054.9	LINC00963	processed_transcript	-2.42574675	4.395918692	8.29E-62	8.12E-61	0.010751027	-1	716	1131	1129	120	189	176	137	114	136	70	130	86		
ENSG00000278709.1	RP5-1059L7.1	antisense	-3.209005772	2.419777379	6.97E-61	6.74E-60	0.009915149	-1	219	330	279	10	22	23	26	19	18	14	27	18		
ENSG00000263753.4	LINC00667	lincRNA	3.120492729	3.588073954	1.28E-60	1.23E-59	0.011246802	1	18	39	39	201	254	271	230	183	177	152	281	167		
ENSG00000228742.7	RP5-884M6.1	lincRNA	9.637381114	2.063237523	3.63E-60	3.46E-59	0.013794123	1	0	0	0	47	78	80	92	77	78	69	111	57		
ENSG00000251574.4	RP11-6N13.1	lincRNA	-10.19820981	1.491095661	1.00E-59	9.51E-59	0.024727059	-1	167	156	184	0	1	0	0	0	0	0	0	0		
ENSG00000232759.1	AC002480.3	antisense	7.701008338	1.897300502	6.96E-59	6.50E-58	0.008380106	1	1	0	0	56	80	71	71	68	72	49	80	64		
ENSG00000259527.2	LINC00052	lincRNA	-7.427893592	1.627860859	8.65E-59	8.06E-58	0.026275749	-1	143	173	247	0	0	0	1	0	1	0	3	0		
ENSG00000273270.1	RP11-212P7.2	lincRNA	-2.868277239	3.44015244	8.96E-59	8.35E-58	0.012474241	-1	396	541	521	91	125	125	39	42	59	42	55	33		
ENSG00000204876.4	AC021218.2	lincRNA	6.462714274	1.623437958	9.24E-59	8.60E-58	0.009172307	1	0	2	1	51	67	61	82	62	70	33	37	38		
ENSG00000235884.3	LINC00941	lincRNA	7.29995655	2.483913375	1.60E-58	1.48E-57	0.01956696	1	1	0	1	96	106	140	102	92	78	61	158	95		
ENSG00000249859.5	PVT1	lincRNA	-2.075266343	4.433445811	3.19E-58	2.94E-57	0.008235787	-1	742	1085	948	133	171	181	184	148	134	123	191	121		
ENSG00000229124.4	VIM-AS1	antisense	4.142862949	2.632752073	6.77E-58	6.19E-57	0.012212731	1	5	11	10	101	106	152	126	90	113	87	131	97		
ENSG00000182165.15	TP53TG1	lincRNA	-4.163383244	2.49200802	8.51E-58	7.77E-57	0.021303391	-1	215	441	331	13	8	9	14	11	13	9	10	8		
ENSG00000237975.4	FLG-AS1	antisense	7.111475616	1.953742803	2.69E-57	2.44E-56	0.015165413	1	0	1	1	68	58	92	99	75	65	48	78	53		
ENSG00000269927.1	RP6-91H8.3	lincRNA	9.582096208	1.652059318	3.45E-57	3.12E-56	0.015120736	1	0	0	0	28	64	44	89	82	67	42	58	40		
ENSG00000235180.1	LINC00601	lincRNA	9.513350236	1.869449077	3.07E-56	2.75E-55	0.014017525	1	0	0	0	62	56	70	76	77	73	61	69	53		
ENSG00000223784.1	RP11-554I8.2	lincRNA	8.08441371	2.624857544	2.89E-55	2.54E-54	0.023742772	1	0	0	1	84	88	117	99	106	71	115	230	110		
ENSG00000251257.2	CTD-2263F21.1	antisense	9.424056424	1.86716878	5.04E-55	4.40E-54	0.012502674	1	0	0	0	66	88	108	79	67	67	45	53	29		
ENSG00000249867.3	RP11-115J23.1	lincRNA	9.55185645	2.155192727	1.87E-54	1.61E-53	0.017036684	1	0	0	0	67	66	115	86	82	65	75	88	89		
ENSG00000272695.1	GAS6-AS2	lincRNA	5.617732888	2.763286422	2.26E-54	1.94E-53	0.025636604	1	8	2	0	112	108	193	167	101	102	87	125	121		
ENSG00000262074.4	SNORD3B-2	lincRNA	4.272007879	5.009585015	2.38E-54	2.04E-53	0.036341593	1	22	63	61	588	491	612	720	687	548	436	766	299		
ENSG00000233237.4	LINC00472	lincRNA	4.411075773	2.413695331	9.00E-54	7.65E-53	0.009440077	1	6	1	9	95	128	164	99	78	71	70	89	77		
ENSG00000234494.5	AC003665.1	antisense	-2.936875556	2.454514381	1.17E-53	9.94E-53	0.00930368	-1	221	261	263	37	39	49	27	21	21	20	30	23		
ENSG00000170846.13	AC093323.3	lincRNA	-1.980082933	4.337429607	4.31E-53	3.63E-52	0.008062135	-1	658	921	883	139	151	202	169	131	141	131	179	148		
ENSG00000269416.3	LINC01224	lincRNA	9.450678218	1.914422614	1.36E-52	1.13E-51	0.016058647	1	0	0	0	46	71	88	92	64	62	70	72	55		
ENSG00000228065.8	LINC01515	lincRNA	-6.032158772	0.866840403	1.56E-52	1.30E-51	0.007736182	-1	83	116	107	0	1	2	1	0	2	0	2	2		
ENSG00000240498.4	CDKN2B-AS1	antisense	-9.763891415	1.095966664	9.80E-52	8.01E-51	0.023263842	-1	125	136	115	0	0	0	0	0	0	0	0	0		
ENSG00000230487.5	PSMG3-AS1	lincRNA	-2.792742873	2.660869023	1.84E-51	1.49E-50	0.010997173	-1	226	369	321	34	38	45	43	26	24	22	23	20		
ENSG00000246228.4	CASC8	antisense	3.470156346	2.734354137	5.46E-50	4.31E-49	0.009682303	1	5	17	16	90	113	142	104	103	92	125	179	119		
ENSG00000249042.3	CTD-2015H6.3	antisense	-2.484424608	3.156800321	1.82E-48	1.40E-47	0.01107919	-1	344	411	448	48	53	52	50	45	57	43	67	59		
ENSG00000273812.1	WI2-87327B8.2	lincRNA	7.578706075	1.437460029	2.74E-48	2.10E-47	0.016239494	1	0	1	0	32	58	51	80	67	48	31	50	25		
ENSG00000241111.1	PRICKLE2-AS1	antisense	-6.344007853	1.116091611	3.68E-48	2.80E-47	0.023034436	-1	125	124	124	1	1	1	3	0	0	0	1	1		
ENSG00000261183.3	RP11-532F12.5	antisense	-6.083104421	1.527183168	4.20E-48	3.20E-47	0.030966496	-1	101	228	191	1	2	0	1	4	0	0	1	1		
ENSG00000272189.1	RP3-325F22.5	antisense	-9.120068468	0.539132418	4.54E-48	3.45E-47	0.007219908	-1	66	92	86	0	0	0	0	0	0	0	1	0		
ENSG00000206195.8	DUXAP8	processed_transcript	-3.704781285	2.021391618	9.41E-48	7.12E-47	0.01791705	-1	190	264	194	8	16	20	12	13	10	3	8	12		
ENSG00000233251.5	AC007743.1	antisense	-7.34160536	0.809443746	1.06E-47	8.00E-47	0.015152446	-1	68	123	112	0	0	0	0	0	1	0	0	0		
ENSG00000269609.3	RPARP-AS1	processed_transcript	-2.47625677	2.976958593	6.90E-47	5.13E-46	0.010921842	-1	282	401	386	39	36	46	61	39	36	51	59	43		
ENSG00000250986.1	AC141928.1	lincRNA	-7.621723273	1.067309749	8.80E-47	6.53E-46	0.025949431	-1	75	142	153	1	0	0	1	0	0	0	0	0		
ENSG00000231419.4	LINC00689	processed_transcript	-9.155737855	0.57265038	1.32E-46	9.76E-46	0.009861571	-1	62	101	88	0	0	0	0	0	0	0	0	1		
ENSG00000278231.1	RP5-906C1.1	lincRNA	-7.069950528	0.561324959	1.43E-46	1.06E-45	0.008355466	-1	71	90	87	0	0	0	1	0	0	0	0	0		
ENSG00000247240.5	UBL7-AS1	antisense	-2.91069592	2.099787585	3.47E-46	2.55E-45	0.009767051	-1	161	231	217	19	20	28	22	23	12	12	27	15		
ENSG00000256802.2	RP11-680F8.1	antisense	4.836026144	2.094921492	4.96E-46	3.63E-45	0.015632236	1	1	5	4	102	129	141	73	86	51	28	58	34		
ENSG00000265702.1	RP11-156L14.1	antisense	-7.657230392	1.11450475	1.06E-45	7.67E-45	0.028600374	-1	111	161	100	0	1	1	0	1	0	2	2	3		
ENSG00000260711.2	RP11-747H7.3	sense_intronic	-9.461328547	0.830307269	3.09E-45	2.23E-44	0.022785447	-1	90	92	125	0	0	0	0	0	0	0	0	0		
ENSG00000249641.2	HOXC13-AS	antisense	-7.079077856	0.578502028	4.55E-45	3.26E-44	0.010224411	-1	63	102	86	1	0	0	0	1	0	0	0	0		
ENSG00000234323.3	RP11-308N19.1	lincRNA	6.43545337	1.058711049	8.34E-45	5.95E-44	0.006979601	1	1	0	1	29	40	39	56	46	47	18	28	31		
ENSG00000244219.4	GS1-259H13.2	lincRNA	9.469919911	1.784797587	8.77E-45	6.25E-44	0.028474031	1	0	0	0	45	73	49	71	81	67	59	82	37		
ENSG00000272455.1	RP4-758J18.13	lincRNA	-4.23274869	1.2004455	9.94E-45	7.08E-44	0.011605342	-1	84	134	137	7	6	5	7	3	3	5	10	5		
ENSG00000260761.1	RP11-184E9.2	lincRNA	9.089466776	1.771441244	1.05E-44	7.51E-44	0.013863735	1	0	0	0	47	71	78	62	61	46	47	69	80		
ENSG00000255774.1	AP000439.3	lincRNA	-9.576782159	0.945983899	1.52E-44	1.08E-43	0.027379336	-1	82	156	100	0	0	0	0	0	0	0	0	0		
ENSG00000273132.1	RP11-350J20.12	antisense	7.586183036	2.421886547	2.13E-44	1.50E-43	0.049954194	1	0	0	2	92	141	112	137	113	83	58	122	31		
ENSG00000225684.3	FAM225B	lincRNA	5.535697682	1.375304493	1.61E-43	1.11E-42	0.007826543	1	0	3	1	51	69	83	51	48	46	20	24	29		
ENSG00000261437.1	RP11-22C11.2	antisense	-9.510361854	0.872864212	8.87E-43	6.03E-42	0.028021924	-1	108	97	109	0	0	2	0	0	0	0	0	0		
ENSG00000248323.3	LUCAT1	lincRNA	5.432432032	0.897575522	4.54E-42	3.05E-41	0.006030302	1	0	0	4	20	21	27	46	45	44	26	36	29		
ENSG00000250548.4	RP11-47I22.2	lincRNA	9.038987495	1.450650305	5.23E-42	3.50E-41	0.016818106	1	0	0	0	44	38	46	59	55	49	54	50	48		
ENSG00000257337.4	RP11-983P16.4	antisense	-3.114788083	2.407036944	6.27E-42	4.19E-41	0.018117426	-1	253	262	264	23	27	30	18	23	23	18	15	24		
ENSG00000258297.1	RP11-658F2.8	antisense	-3.452247221	1.747667582	1.73E-41	1.15E-40	0.015965196	-1	161	174	175	10	12	22	11	11	11	5	5	10		
ENSG00000223764.2	RP11-54O7.3	lincRNA	-7.30771507	0.80521195	4.54E-41	2.99E-40	0.024524042	-1	61	113	123	2	0	1	1	0	0	0	2	0		
ENSG00000224984.1	RP11-524H19.2	antisense	-9.224639189	0.615529085	8.03E-41	5.27E-40	0.021570899	-1	85	82	92	0	0	0	0	0	0	0	0	0		
ENSG00000257698.1	RP11-620J15.3	lincRNA	2.820682703	2.317357639	1.08E-40	7.08E-40	0.007531707	1	10	29	17	69	91	91	97	94	89	67	97	78		
ENSG00000259673.3	IQCH-AS1	lincRNA	-2.387686421	2.500568514	1.56E-40	1.02E-39	0.009549127	-1	219	286	249	29	33	39	38	28	36	27	32	27		
ENSG00000225489.4	RP11-390F4.3	lincRNA	-5.46543669	0.787295158	2.93E-40	1.90E-39	0.01423152	-1	78	103	87	5	3	1	2	0	2	1	5	8		
ENSG00000279602.1	CTD-3014M21.1	TEC	3.095184162	3.874778036	3.84E-40	2.49E-39	0.026341179	1	38	68	54	187	203	208	328	372	261	208	356	150		
ENSG00000269834.3	CTD-3018O17.3	processed_transcript	7.097180643	1.024861267	1.08E-39	6.94E-39	0.010865308	1	0	1	0	33	58	44	51	49	39	15	25	14		
ENSG00000258168.3	RP11-588H23.3	antisense	6.512217839	1.598366821	3.58E-39	2.26E-38	0.02033085	1	1	0	1	41	48	86	64	57	37	41	68	54		
ENSG00000242086.6	LINC00969	lincRNA	-2.762261927	2.156694677	7.76E-39	4.85E-38	0.012604027	-1	178	207	231	20	29	24	17	21	26	20	24	17		
ENSG00000230091.4	TMEM254-AS1	antisense	-4.667939091	1.090001184	8.47E-39	5.29E-38	0.020485707	-1	73	130	135	1	8	7	3	5	1	3	3	6		
ENSG00000234155.1	RP11-30P6.6	lincRNA	6.205281628	1.368529131	1.07E-38	6.68E-38	0.007650029	1	2	0	0	43	44	50	46	40	41	39	61	54		
ENSG00000253746.1	RP11-527N22.2	lincRNA	6.430335273	1.266168991	2.63E-38	1.62E-37	0.019348793	1	2	0	0	33	57	84	56	52	41	16	32	21		
ENSG00000205885.5	C1RL-AS1	antisense	8.805373618	1.355656779	2.72E-38	1.67E-37	0.013988763	1	0	0	0	37	60	69	44	41	53	34	50	30		
ENSG00000260912.1	RP11-363E7.4	sense_overlapping	-3.283962598	1.786366707	5.68E-38	3.46E-37	0.016165024	-1	152	163	166	16	20	19	13	8	14	14	13	21		
ENSG00000227372.8	TP73-AS1	antisense	8.712326884	1.430690741	1.40E-37	8.45E-37	0.010739817	1	0	0	0	35	58	66	49	41	40	38	73	42		
ENSG00000259758.1	CASC7	lincRNA	-1.510959858	5.847963551	2.15E-37	1.29E-36	0.008584292	-1	1555	1831	2054	559	654	796	531	441	390	482	755	691		
ENSG00000224597.7	SVIL-AS1	antisense	1.552450204	5.328547819	2.32E-37	1.39E-36	0.008124478	1	255	346	386	573	642	734	813	629	609	520	684	591		
ENSG00000277476.1	RP11-147L13.13	lincRNA	-2.814633962	3.17103752	2.81E-37	1.68E-36	0.022391108	-1	267	545	493	44	71	78	47	32	49	30	57	25		
ENSG00000267750.3	AC003102.3	antisense	-3.453735922	1.36392113	2.84E-37	1.70E-36	0.012970781	-1	97	149	131	4	17	11	9	11	4	7	7	10		
ENSG00000275234.1	CTD-2396E7.11	antisense	-6.017173772	0.376597446	3.65E-37	2.18E-36	0.010795962	-1	60	83	68	0	0	0	0	1	1	0	2	0		
ENSG00000266934.1	RP11-332H18.3	sense_intronic	-8.994412418	0.447479553	4.97E-37	2.95E-36	0.022306278	-1	66	66	90	1	1	2	0	0	0	1	0	0		
ENSG00000232638.1	RP11-379F12.4	lincRNA	-9.154629077	0.58846228	5.54E-37	3.29E-36	0.028778724	-1	52	116	86	0	1	0	0	0	0	1	0	0		
ENSG00000279041.1	CTD-2373N4.3	TEC	-8.749276735	0.253796192	7.24E-37	4.29E-36	0.010289098	-1	47	68	74	2	0	0	0	0	0	1	2	1		
ENSG00000277496.1	RP11-93B14.9	antisense	4.11074869	1.611570409	8.43E-37	4.98E-36	0.013669047	1	4	5	5	38	54	59	79	47	51	44	75	42		
ENSG00000213963.4	AC074286.1	sense_overlapping	8.737419006	1.043734756	1.10E-36	6.48E-36	0.0139971	1	0	0	0	25	43	38	44	48	40	17	43	35		
ENSG00000225205.3	AC093818.1	antisense	5.285835654	1.18816484	1.13E-36	6.69E-36	0.005787054	1	1	0	3	34	49	48	41	42	39	30	48	35		
ENSG00000260604.2	RP1-140K8.5	lincRNA	-4.573158665	0.726270138	1.95E-36	1.15E-35	0.010515439	-1	71	91	83	8	4	12	3	1	3	1	3	1		
ENSG00000250697.1	CTD-2066L21.3	lincRNA	7.210435533	1.68019156	3.18E-36	1.85E-35	0.024556082	1	0	1	0	48	46	72	64	45	42	46	109	55		
ENSG00000231574.3	RP11-91K9.1	lincRNA	-6.252961851	1.044533836	6.75E-36	3.90E-35	0.040660582	-1	93	174	93	0	1	0	0	1	2	0	0	0		
ENSG00000250072.3	CTC-529P8.1	lincRNA	8.758302831	1.219376623	2.29E-35	1.31E-34	0.01798445	1	0	0	0	49	60	73	57	51	27	14	25	24		
ENSG00000203288.3	RP11-98D18.9	antisense	-2.779598929	1.813724056	3.17E-35	1.81E-34	0.01192836	-1	133	196	148	11	19	16	22	14	13	18	22	21		
ENSG00000272121.1	RP4-555D20.4	lincRNA	8.686217503	1.194646723	3.49E-35	1.99E-34	0.015157944	1	0	0	0	39	39	46	52	42	34	38	54	27		
ENSG00000266869.1	RP6-114E22.1	lincRNA	-8.61062223	0.091427994	5.60E-35	3.18E-34	0.008160756	-1	49	62	60	0	0	0	0	0	0	0	0	0		
ENSG00000227695.3	DNMBP-AS1	antisense	6.871637844	1.03693899	6.41E-35	3.64E-34	0.010188818	1	0	1	0	38	41	46	48	37	34	30	35	21		
ENSG00000244879.4	GABPB1-AS1	antisense	-1.97876039	4.333164616	6.98E-35	3.96E-34	0.013880964	-1	756	770	732	150	207	249	147	132	133	149	174	173		
ENSG00000196756.9	SNHG17	processed_transcript	1.735611777	4.17425058	9.48E-35	5.35E-34	0.008707866	1	92	136	153	180	246	295	329	290	275	315	414	307		
ENSG00000230439.2	RP11-488P3.1	sense_intronic	5.655215645	0.814887132	1.32E-34	7.44E-34	0.014091778	1	0	2	1	14	27	26	42	47	33	29	39	21		
ENSG00000237870.4	AC073130.1	processed_transcript	7.180954002	1.62337979	2.35E-34	1.31E-33	0.028365664	1	1	0	0	57	47	85	59	45	44	45	50	71		
ENSG00000273853.1	RP11-438D14.3	sense_intronic	-9.428959518	0.779500868	2.39E-34	1.33E-33	0.046312179	-1	114	93	86	0	0	0	0	0	0	0	0	0		
ENSG00000163364.7	LINC01116	lincRNA	2.33430377	3.735018399	8.14E-34	4.48E-33	0.014553	1	41	68	43	183	205	325	185	169	186	223	334	263		
ENSG00000256615.1	RP11-59N23.3	antisense	8.656035594	1.244144868	1.26E-33	6.92E-33	0.017656111	1	0	0	0	25	39	44	47	39	39	28	62	62		
ENSG00000249421.1	ADAMTS19-AS1	antisense	-8.718624766	0.190493847	2.09E-33	1.14E-32	0.01855698	-1	41	68	77	0	0	0	0	0	0	0	0	0		
ENSG00000249395.2	CASC9	lincRNA	-9.106395998	0.500732657	2.83E-33	1.54E-32	0.036105135	-1	87	74	75	0	0	0	0	0	0	0	0	0		
